team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Faroe Islands National Team,Faroe Islands,2026,Faroe Islands,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,81,2,1,1,3,0,3,0,2,0,1,0,1,45,0,45,90,0,90,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,1,0,1,50,0,50,11,0,11,4,0,4,7,0,7,8,0,8,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,0,2,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,100,100,0,0,0,0,100,100,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,100,0,100,0,0,0,4.00,0.00,4.00,1,0,1.00,0,0,0,0,0,0,0,0,0.44,0.00,1.44,0.00,0.00,0.64,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica National Team,Costa Rica,2026,Costa Rica,3,0,3,0,0,0,0,1,0,1,2,0,2,0.33,0,0.33,0,0,0,129,3,10,-7,13,0,13,0,3,0,10,0,-7,90,0,90,27,0,27,0,0,0,2,0,2,1,0,1,0,0,0,9,0,9,8,0,8,44,0,44,16,0,16,7,0,7,9,0,9,12,0,12,1,0,1,6,0,6,-5,0,-5,0,0,0,1,0,1,2,0,2,0.33,0,0.33,4.33,0,4.33,1,0,1,3.33,0,3.33,2.33,0,2.33,0.33,0,0.33,2,0,2,3,3,3,3,1,0,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,100,100,100,100,33,0,0,0,0,0,0,0,100,100,100,100,33,0,0,0,0,0,67,100,0,0,0,0,0,0,0,0,0,0,67,100,2,2,2,0,0,0,2,2,2,67,67,67,0,0,0,67,67,67,0,0,0,0,0,0,0,67,0,67,33,0,33,0,0,0,1,0,1,33,0,33,2,0,2,67,0,67,1,0,1,33,0,33,0,0,0,33,0,33,67,0,67,3.00,0.00,3.00,2.67,0,2.67,67,67,67,0,0,0,0,0,0.49,0.00,0.82,0.73,0.00,1.06,200,0,0,0,1,0,0,0,0,2,0,3,1,2,1,1,0,1,1,33,0,33,67,0,67,0
South Africa National Team,South Africa,2026,South Africa,3,3,0,0,0,0,0,2,2,0,1,1,0,0.67,0.67,0,0,0,0,98,2,3,-1,5,5,0,2,0,3,0,-1,0,134,134,0,90,90,0,1,1,0,2,2,0,1,1,0,0,0,0,12,12,0,4,4,0,68,68,0,40,40,0,12,12,0,28,28,0,31,31,0,0,0,0,1,1,0,-1,-1,0,0,0,0,2,2,0,1,1,0,0.67,0.67,0,1.67,1.67,0,0.67,0.67,0,1,1,0,0.33,0.33,0,0,0,0,0.33,0.33,0,2,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,1,1,2,3,3,3,0,0,0,0,0,0,67,67,33,0,0,0,67,67,33,0,0,0,0,0,0,0,0,0,33,33,67,100,100,100,33,33,67,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,33,33,0,67,67,0,33,33,0,0,0,0,2,2,0,67,67,0,3,3,0,100,100,0,0,0,0,0,0,0,0,0,0,67,67,0,33,33,0,4.00,4.00,0.00,1.33,1.33,0.00,33,0,0,0,0,0,0,0,1.40,1.90,0.00,0.00,0.31,0.00,67,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,67,67,0,33,33,0,0
San Marino National Team,San Marino,2026,San Marino,2,2,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,0,0,0,132,1,2,-1,3,3,0,1,0,2,0,-1,0,180,180,0,90,90,0,1,1,0,1,1,0,1,1,0,1,1,0,6,6,0,7,7,0,50,50,0,17,17,0,5,5,0,12,12,0,17,17,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,1.5,1.5,0,0.5,0.5,0,1,1,0,1,1,0,0.5,0.5,0,0.5,0.5,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,2,2,2,0,0,0,0,0,0,50,50,50,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,50,50,50,100,100,100,50,50,50,100,100,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,50,50,0,50,50,0,0,0,0,0,0,0,0,50,50,0,50,50,0,50,50,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,3.00,3.00,0.00,3.5,3.5,0.00,50,50,50,50,50,50,50,0,0.61,1.11,0.00,0.97,1.47,0.00,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,50,0,50,50,0,0
Paraguay National Team,Paraguay,2026,Paraguay,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,0,0,82,2,2,0,4,0,4,0,2,0,2,0,0,90,0,90,90,0,90,1,0,1,1,0,1,0,0,0,1,0,1,6,0,6,6,0,6,40,0,40,20,0,20,10,0,10,10,0,10,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,1,1,2,2,2,100,50,50,0,0,0,0,0,0,0,0,0,100,50,50,0,0,0,0,50,50,100,100,100,0,0,0,0,0,0,0,50,50,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,0,50,50,0,50,0,0,0,50,0,50,2,0,2,100,0,100,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,3.00,0.00,3.00,3,0,3.00,50,50,50,0,0,0,0,0,0.76,0.00,1.26,0.70,0.00,1.20,50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,50,0,50,0
Morocco National Team,Morocco,2026,Morocco,4,4,0,0,3,3,0,1,1,0,0,0,0,2.5,2.5,0,0,0,0,2,12,2,10,14,14,0,12,0,2,0,10,0,30,30,0,180,180,0,2,2,0,2,2,0,0,0,0,3,3,0,15,15,0,6,6,0,62,62,0,38,38,0,16,16,0,22,22,0,35,35,0,2,2,0,0,0,0,2,2,0,1,1,0,3,3,0,0,0,0,1.5,1.5,0,3.5,3.5,0,3,3,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,4,4,3,2,1,0,4,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,1,2,3,4,0,0,0,0,0,0,100,100,75,50,25,0,100,100,75,50,25,0,0,0,0,0,0,0,0,0,25,50,75,100,0,0,25,50,75,100,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,25,25,0,25,25,0,0,0,0,75,75,0,0,50,50,0,50,50,0,0,0,0,75,75,0,4,4,0,100,100,0,3,3,0,75,75,0,0,0,0,0,0,0,25,25,0,75,75,0,0,0,0,5.00,5.00,0.00,2,2,0.00,33,33,33,33,33,33,33,0,1.28,1.61,0.00,0.53,0.86,0.00,175,1,0,1,0,1,2,1,3,3,0,0,0,0,1,0,0,0,1,25,25,0,0,0,0,0
Bulgaria National Team,Bulgaria,2026,Bulgaria,3,1,2,0,2,0,2,0,0,0,1,1,0,2,0,3,0,0,0,25,11,3,8,14,1,13,0,11,1,2,-1,9,25,0,16,90,90,90,1,0,1,1,0,1,1,1,0,1,0,1,13,1,12,4,3,1,37,10,50,43,12,31,26,2,24,17,10,7,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,2,1,3,4.67,1,6.5,3.67,0,5.5,1,1,1,0.5,0,1,0.5,0,1,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1,0,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,100,33,33,33,33,33,100,0,0,0,0,0,100,50,50,50,50,50,0,67,67,67,67,67,0,100,100,100,100,100,0,50,50,50,50,50,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,67,0,100,0,33,0,50,33,0,50,33,100,0,33,0,50,2,1,1,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,50,0,100,50,100,0,0,0,0,4.33,1.00,6.00,2,3,1.00,67,67,67,67,67,0,0,0,1.86,1.37,2.11,0.87,0.94,0.83,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,100,0,0
Guinea National Team,Guinea,2026,Guinea,3,1,2,0,0,0,0,1,0,1,2,1,1,0.33,0,0.5,0,0,0,131,2,4,-2,6,1,5,0,2,1,3,-1,-1,134,0,90,68,90,60,0,0,0,1,0,1,2,1,1,0,0,0,17,8,9,0,0,0,55,50,60,22,7,15,10,4,6,12,3,9,15,0,15,0,0,0,2,1,1,-2,-1,-1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,2.5,0.67,0,1,1.33,1,1.5,1,1,1,0,0,0,1,1,1,3,1,1,1,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,2,2,2,3,3,0,1,1,1,1,1,0,1,1,1,2,2,100,33,33,33,0,0,100,0,0,0,0,0,100,50,50,50,0,0,0,67,67,67,100,100,0,100,100,100,100,100,0,50,50,50,100,100,2,0,0,1,0,0,1,0,0,100,0,0,100,0,0,100,0,0,0,0,0,-38,0,0,0,33,0,50,67,100,50,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,8.50,8.00,9.00,0,0,0.00,100,100,100,100,0,0,0,0,1.43,1.11,1.74,0.82,0.62,1.02,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33,0,50,67,100,50,0
Dominican Republic National Team,Dominican Republic,2026,Dominican Republic,3,2,1,0,0,0,0,2,2,0,1,0,1,0.67,1,0,0,0,0,96,5,7,-2,12,6,6,3,2,3,4,0,-2,54,60,45,39,60,23,0,0,0,3,2,1,0,0,0,1,1,0,13,11,2,1,0,1,50,50,50,37,27,10,14,11,3,23,16,7,17,10,7,1,1,0,2,0,2,-1,1,-2,1,1,0,1,1,0,1,0,1,1.33,2,0,4,3,6,1.67,1.5,2,2.33,1.5,4,1,0.5,2,0.33,0.5,0,0.67,0,2,3,3,2,2,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,0,1,1,2,2,0,0,1,1,2,2,0,0,0,0,0,0,100,100,67,67,33,33,100,100,50,50,0,0,100,100,100,100,100,100,0,0,33,33,67,67,0,0,50,50,100,100,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,67,33,0,50,0,0,100,100,0,0,0,0,13,0,0,0,100,100,100,0,0,0,33,50,0,2,2,0,67,100,0,2,1,1,67,50,100,0,0,0,0,0,0,33,50,0,33,50,0,33,0,100,4.33,5.50,2.00,0.5,0,1.00,100,67,33,0,0,0,0,0,1.54,1.69,1.24,1.14,0.92,1.59,67,0,1,0,0,1,1,1,0,1,0,1,0,0,2,1,1,1,1,67,100,0,33,0,100,0
Trinidad and Tobago National Team,Trinidad and Tobago,2026,Trinidad and Tobago,4,0,4,0,0,0,0,1,0,1,3,0,3,0.25,0,0.25,0,0,0,111,3,14,-11,17,0,17,0,3,0,14,0,-11,120,0,120,26,0,26,0,0,0,2,0,2,2,0,2,1,0,1,11,0,11,4,0,4,43,0,43,23,0,23,7,0,7,16,0,16,14,0,14,0,0,0,5,0,5,-5,0,-5,0,0,0,1,0,1,3,0,3,0.25,0,0.25,4.25,0,4.25,0.75,0,0.75,3.5,0,3.5,1.25,0,1.25,0,0,0,1.25,0,1.25,4,4,4,3,2,0,0,0,0,0,0,0,4,4,4,3,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,2,4,100,100,100,75,50,0,0,0,0,0,0,0,100,100,100,75,50,0,0,0,0,25,50,100,0,0,0,0,0,0,0,0,0,25,50,100,3,2,0,0,0,0,3,2,0,75,50,0,0,0,0,75,50,0,0,0,0,0,0,0,0,50,0,50,50,0,50,25,0,25,1,0,1,25,0,25,4,0,4,100,0,100,0,0,0,0,0,0,0,0,0,25,0,25,75,0,75,2.75,0.00,2.75,2,0,2.00,100,75,50,50,25,25,25,25,0.48,0.00,0.73,1.95,0.00,2.20,175,0,0,0,0,0,2,0,0,1,0,0,1,3,1,3,2,2,2,25,0,25,75,0,75,25
Namibia National Team,Namibia,2026,Namibia,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,118,0,2,-2,2,0,2,0,0,0,2,0,-2,0,0,0,90,0,45,1,1,0,0,0,0,2,1,1,0,0,0,7,4,3,0,0,0,51,51,50,24,14,10,9,7,2,15,7,8,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,1,0,2,0,0,0,1,0,2,0.5,0,1,0,0,0,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,50,50,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,50,50,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,0,0,0,50,50,100,0,0,0,0,100,100,100,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,3.50,4.00,3.00,0,0,0.00,100,100,100,50,50,0,0,0,1.47,1.67,1.27,1.43,1.30,1.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50,100,0,50,0,100,0
St. Kitts and Nevis National Team,St. Kitts and Nevis,2026,St. Kitts and Nevis,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,0,0,72,4,6,-2,10,6,4,4,0,2,4,2,-4,45,23,0,30,45,23,0,0,0,1,1,0,1,0,1,1,1,0,7,2,5,0,0,0,41,42,39,13,12,1,6,6,0,7,6,1,0,0,0,2,2,0,3,1,2,-1,1,-2,1,1,0,0,0,0,1,0,1,1.5,3,0,5,6,4,2,4,0,3,2,4,2.5,3,2,1,2,0,1.5,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,50,50,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,100,100,2,2,1,1,1,1,1,1,0,100,100,50,100,100,100,100,100,0,50,100,0,67,0,0,0,50,100,0,50,0,100,50,100,0,0,0,0,0,0,0,1,0,1,50,0,100,1,1,0,50,100,0,50,100,0,0,0,0,50,0,100,3.50,2.00,5.00,0,0,0.00,50,50,50,50,0,0,0,0,0.88,1.55,0.22,2.10,2.10,2.10,150,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,50,0,100,0
Benin National Team,Benin,2026,Benin,2,1,1,0,2,1,1,0,0,0,0,0,0,3,3,3,0,0,0,18,2,0,2,2,1,1,1,1,0,0,1,1,90,90,90,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,5,3,2,0,0,0,52,53,50,16,11,5,7,6,1,9,5,4,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,2,1,3,1,1,1,1,1,1,0,0,0,0.5,0,1,0.5,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,100,100,100,0,100,100,100,0,0,0,0,0,0,100,100,100,2,1,1,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,50,0,100,50,100,0,0,0,0,2.50,3.00,2.00,0,0,0.00,100,100,50,50,0,0,0,0,1.03,1.44,0.62,0.95,0.79,1.11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands National Team,Solomon Islands,2026,Solomon Islands,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,137,4,14,-10,18,12,6,2,2,10,4,-8,-2,45,45,45,13,9,23,0,0,0,2,1,1,0,0,0,0,0,0,7,4,3,0,0,0,50,42,58,24,8,16,16,6,10,8,2,6,0,0,0,1,0,1,2,0,2,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,9,12,6,2,2,2,7,10,4,3,0,3,1,0,1,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,-22,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,100,0,100,3.50,4.00,3.00,0,0,0.00,50,50,50,50,50,0,0,0,1.56,1.02,2.10,2.41,3.26,1.55,600,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,100,100,100,0
Guyana National Team,Guyana,2026,Guyana,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,26,5,1,4,6,6,0,5,0,1,0,4,0,36,36,0,180,180,0,1,1,0,1,1,0,0,0,0,2,2,0,5,5,0,0,0,0,50,50,0,8,8,0,4,4,0,4,4,0,0,0,0,4,4,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,3,3,0,3,3,0,2.5,2.5,0,0.5,0.5,0,2.5,2.5,0,2,2,0,0.5,0.5,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,2,2,0,0,0,0,0,0,100,100,50,50,0,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,100,0,0,50,50,100,100,0,0,0,0,0,0,2,2,1,2,2,1,0,0,0,100,100,50,100,100,50,0,0,0,100,100,0,0,50,50,0,50,50,0,0,0,0,100,100,0,1,1,0,50,50,0,0,0,0,0,0,0,1,1,0,50,50,0,100,100,0,0,0,0,0,0,0,5.00,5.00,0.00,0,0,0.00,100,100,0,0,0,0,0,0,0.00,0.99,0.00,0.18,1.18,0.00,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela National Team,Venezuela,2026,Venezuela,2,1,1,0,1,1,0,1,0,1,0,0,0,2,3,1,0,0,0,58,4,1,3,5,5,0,4,0,1,0,3,0,45,23,0,180,90,0,1,0,1,1,1,0,1,0,1,0,0,0,6,6,0,1,0,1,53,55,50,23,16,7,7,6,1,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,2.5,5,0,2,4,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,50,50,50,50,50,0,100,100,100,100,100,0,0,0,0,0,0,0,50,50,50,50,50,100,0,0,0,0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,50,0,100,50,100,0,50,0,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,3.00,6.00,0.00,1,0,1.00,100,50,50,0,0,0,0,0,1.40,1.98,0.82,0.81,0.46,1.16,150,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,50,0,100,0,0,0,0
Indonesia National Team,Indonesia,2026,Indonesia,2,2,0,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,0,0,0,65,4,1,3,5,5,0,4,0,1,0,3,0,45,45,0,180,180,0,1,1,0,0,0,0,1,1,0,1,1,0,11,11,0,0,0,0,60,60,0,20,20,0,11,11,0,9,9,0,0,0,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,2.5,2.5,0,2,2,0,0.5,0.5,0,1.5,1.5,0,1,1,0,0.5,0.5,0,2,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,1,1,2,2,0,0,0,0,0,0,100,50,50,50,0,0,100,50,50,50,0,0,0,0,0,0,0,0,0,50,50,50,100,100,0,50,50,50,100,100,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,100,50,0,100,50,0,0,0,0,50,50,0,0,50,50,0,0,0,0,50,50,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,5.50,5.50,0.00,0,0,0.00,100,100,100,100,50,0,0,0,0.87,1.37,0.00,0.09,0.59,0.00,50,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,50,0,0
